surface,kana,source_id,reason,notes
"背中","せなか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"是非","ぜひ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"背広","せびろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"狭","せまい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"せめる","せめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ゼロ","ぜろ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"世話","せわ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"千","せん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"前","ぜん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"選挙","せんきょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"先月","せんげつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"全国","ぜんこく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"選手","せんしゅ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"先週","せんしゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"先生","せんせい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"全然","ぜんぜん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"戦争","せんそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"全体","ぜんたい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"洗濯","せんたく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"センチ","せんち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"全部","ぜんぶ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"専門","せんもん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"相","そう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"掃除","そうじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"葬式","そうしき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"想像","そうぞう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"相談","そうだん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"底","そこ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そこで","そこで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"組織","そしき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そして","そして","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"育","そだつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"育","そだてる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"卒業","そつぎょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"外","そと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"其","その","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"そのうえ","そのうえ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"傍","そば","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"空","そら","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"剃","そる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それ","それ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それから","それから","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それぞれ","それぞれ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"それで","それで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それでは","それでは","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それとも","それとも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"それに","それに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"揃","そろう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"揃","そろえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"損","そん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"尊敬","そんけい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"存在","そんざい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そんな","そんな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"台","だい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大学","だいがく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大使","たいし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大事","だいじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大","たいして","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"大丈夫","だいじょうぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"大臣","だいじん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"対","たいする","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"大切","たいせつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"体操","たいそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大体","だいたい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大抵","たいてい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"態度","たいど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"台所","たいどころ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"代表","だいひょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"台風","たいふう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"大変","たいへん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"太陽","たいよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"平","たいら","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"倒","たおす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"倒","たおれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"高","たかい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"互","たがい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"だから","だから","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たく","たく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"抱","だく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たくさん","たくさん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"タクシー","たくしー","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"確","たしか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"確","たしかめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"足","たす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"出","だす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"助","たすける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たずねる","たずねる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"只","ただ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"只今","ただいま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"戦","たたかう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"叩","たたく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"正","ただしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"畳","たたみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"畳","たたむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"立場","たちば","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たつ","たつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"だって","だって","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"縦","たて","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"建物","たてもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たてる","たてる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たとえ","たとえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たとえば","たとえば","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"棚","たな","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"谷","たに","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"他人","たにん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"種","たね","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"楽","たのしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"楽","たのしむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"頼","たのむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"束","たば","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"タバコ","たばこ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"度","たび","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たびたび","たびたび","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"多分","たぶん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"食物","たべもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"食","たべる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たま","たま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"卵","たまご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"だます","だます","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"溜","たまる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"黙","だまる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"為","ため","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"駄目","だめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"試","ためす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ためる","ためる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"頼","たよる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"足","たりる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"誰","だれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"誰","だれか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"段階","だんかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"単語","たんご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"誕生","たんじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"誕生日","たんじょうび","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たんす","たんす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"男性","だんせい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"団体","だんたい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"だんだん","だんだん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"小","ちいさいな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"チーム","ちーむ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"近","ちかい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"違","ちがい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"違","ちがう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"近","ちかく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"近付","ちかづく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"地下鉄","ちかてつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"近寄","ちかよる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"力","ちから","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"地球","ちきゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"知識","ちしき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"地図","ちず","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"父","ちち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ちっとも","ちっとも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"地方","ちほう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"茶色","ちゃいろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"茶碗","ちゃわん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ちゃんと","ちゃんと","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"中","ちゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"注意","ちゅうい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"中央","ちゅうおう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"中学校","ちゅうがっこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"中国","ちゅうごく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"中止","ちゅうし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"注射","ちゅうしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"中心","ちゅうしん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"注文","ちゅうもん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"長","ちょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"調査","ちょうさ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"調子","ちょうし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"長所","ちょうしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ちょうど","ちょうど","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"貯金","ちょきん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"直接","ちょくせつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ちょっと","ちょっと","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"地理","ちり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"散","ちる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"一日","ついたち","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"序","ついで","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"遂","ついに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"通過","つうか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"通学","つうがく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"使","つかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"使","つかう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"捕","つかまえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"掴","つかむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"疲","つかれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"月","つき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"次","つぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"つく","つく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"机","つくえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作","つくる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"漬物","つけもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"つける","つける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"都合","つごう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"伝","つたえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"土","つち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"続","つづく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"続","つづける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"包","つつむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つとめる","つとめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"繋","つなぐ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"常","つねに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"粒","つぶ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"潰","つぶれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"妻","つま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"つまらない","つまらない","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つまり","つまり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"罪","つみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"積","つむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"爪","つめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"冷","つめたい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"詰","つめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つもり","つもり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"梅雨","つゆ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"強","つよい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"連","つれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"訂正","ていせい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"程度","ていど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"丁寧","ていねい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"テーブル","てーぶる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"出掛","でかける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"手紙","てがみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"敵","てき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"適当","てきとう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"適用","てきよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"出来","できる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"出口","でぐち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ですから","ですから","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"鉄","てつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"手伝","てつだう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"鉄道","てつどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"テニス","てにす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"では","では","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"デパート","でぱーと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"手袋","てぶくろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"でも","でも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"寺","てら","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"照","てらす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"照","てる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"出","でる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"テレビ","てれび","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"点","てん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"天気","てんき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"電気","でんき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"電車","でんしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"天井","てんじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"電燈","でんとう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"天皇","てんのう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"電報","でんぽう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"電話","でんわ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ドア","どあ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"問","とい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"党","とう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"如何","どう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"どうか","どうか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"道具","どうぐ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"同時","どうじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"どうして","どうして","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どうしても","どうしても","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"同情","どうじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"当然","とうぜん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どうぞ","どうぞ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"到着","とうちゃく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"到頭","とうとう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"動物","どうぶつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"どうも","どうも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"東洋","とうよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"道路","どうろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
